date;open;high;low;close;volume
01.10.2001;6,00;6,00;5,00;5,70;3260,00
02.10.2001;4,90;4,90;4,90;4,90;80,00
03.10.2001;5,10;5,10;5,10;5,10;40,00
04.10.2001;4,60;4,90;4,60;4,90;680,00
05.10.2001;4,60;5,10;4,60;5,10;2020,00
08.10.2001;4,80;5,00;4,80;5,00;800,00
09.10.2001;4,80;4,90;4,50;4,90;760,00
10.10.2001;4,70;4,70;4,50;4,50;7000,00
11.10.2001;4,70;5,10;4,70;4,90;13160,00
12.10.2001;5,10;5,10;4,70;4,70;4100,00
15.10.2001;4,70;4,70;4,70;4,70;0,00
16.10.2001;4,70;4,70;4,60;4,70;700,00
17.10.2001;5,00;5,20;4,90;5,10;5080,00
18.10.2001;4,90;5,10;4,90;5,10;157,00
19.10.2001;5,20;5,30;5,20;5,20;1420,00
22.10.2001;5,30;5,40;5,30;5,40;860,00
23.10.2001;5,60;5,70;5,30;5,40;5020,00
24.10.2001;5,20;5,30;5,10;5,30;5000,00
25.10.2001;5,20;5,40;5,10;5,40;2040,00
26.10.2001;5,10;5,30;5,10;5,30;550,00
29.10.2001;5,50;5,70;5,30;5,30;12905,00
30.10.2001;5,30;5,40;5,10;5,10;2780,00
31.10.2001;5,20;5,50;5,20;5,50;620,00
01.11.2001;5,40;5,40;5,20;5,40;123,00
02.11.2001;5,20;5,40;5,20;5,40;2708,00
05.11.2001;5,70;6,80;5,50;5,80;36547,00
06.11.2001;7,00;7,00;6,00;6,70;32110,00
07.11.2001;6,90;7,30;6,00;6,60;24010,00
08.11.2001;6,60;6,60;6,60;6,60;0,00
09.11.2001;6,30;6,40;6,00;6,40;3320,00
12.11.2001;6,40;6,40;5,90;5,90;2000,00
13.11.2001;6,50;6,70;6,50;6,60;6540,00
14.11.2001;6,70;7,00;6,50;6,80;3212,00
15.11.2001;6,80;6,80;6,20;6,50;3820,00
16.11.2001;7,50;7,80;6,50;6,70;18215,00
19.11.2001;7,00;7,20;6,50;6,50;19042,00
20.11.2001;6,80;6,80;6,30;6,60;9660,00
21.11.2001;6,50;6,50;6,30;6,30;3200,00
22.11.2001;6,30;6,40;6,20;6,20;2960,00
23.11.2001;6,20;6,30;6,10;6,20;5388,00
26.11.2001;6,30;6,30;6,00;6,10;4402,00
27.11.2001;6,10;6,20;5,80;5,90;6520,00
28.11.2001;5,80;6,20;5,70;6,20;4302,00
29.11.2001;6,00;6,10;6,00;6,00;380,00
30.11.2001;6,10;6,40;5,80;5,90;7520,00
03.12.2001;6,00;6,10;5,90;5,90;2060,00
04.12.2001;6,00;6,50;5,90;6,20;10120,00
05.12.2001;6,30;6,30;6,00;6,30;2860,00
07.12.2001;6,30;6,40;6,00;6,30;66720,00
10.12.2001;6,20;6,40;5,90;6,30;8420,00
11.12.2001;6,30;6,70;6,20;6,60;42880,00
12.12.2001;6,40;6,60;6,40;6,60;3542,00
13.12.2001;6,30;6,60;6,20;6,30;9040,00
14.12.2001;6,10;6,10;6,00;6,00;3060,00
17.12.2001;5,90;6,00;5,80;6,00;4180,00
18.12.2001;6,00;6,10;5,70;5,90;3430,00
19.12.2001;5,80;5,90;5,80;5,90;1580,00
20.12.2001;5,80;5,80;5,80;5,80;2600,00
21.12.2001;5,70;5,80;5,30;5,50;1430,00
27.12.2001;5,60;5,80;5,60;5,60;720,00
28.12.2001;5,60;5,90;5,50;5,70;4020,00
02.01.2002;5,60;5,70;5,20;5,40;7980,00
03.01.2002;5,40;5,90;5,40;5,90;33842,00
04.01.2002;5,80;5,80;5,60;5,60;2900,00
07.01.2002;5,70;5,80;5,50;5,50;9292,00
08.01.2002;5,50;5,50;5,40;5,50;11902,00
09.01.2002;5,40;5,40;5,30;5,30;2508,00
10.01.2002;5,50;5,60;5,30;5,30;7380,00
11.01.2002;5,50;5,50;5,30;5,40;1700,00
14.01.2002;5,40;5,40;5,20;5,30;3160,00
15.01.2002;5,40;5,50;5,30;5,40;6460,00
16.01.2002;5,40;5,50;5,40;5,50;420,00
17.01.2002;5,40;5,50;5,40;5,40;1820,00
18.01.2002;5,50;5,50;5,30;5,40;830,00
21.01.2002;5,20;5,40;5,20;5,20;1740,00
22.01.2002;5,20;5,20;5,10;5,20;1920,00
23.01.2002;5,10;5,20;5,00;5,10;2700,00
24.01.2002;5,10;5,10;4,90;5,10;6314,00
25.01.2002;5,00;5,00;4,90;5,00;2106,00
28.01.2002;4,90;5,00;4,90;4,90;2232,00
29.01.2002;4,90;4,90;4,80;4,80;2400,00
30.01.2002;4,80;5,00;4,80;5,00;7180,00
31.01.2002;5,00;5,00;4,90;4,90;4495,00
01.02.2002;4,90;5,00;4,50;4,60;9060,00
04.02.2002;4,60;4,70;4,50;4,60;5270,00
05.02.2002;4,60;4,60;4,60;4,60;0,00
06.02.2002;4,60;4,80;4,60;4,60;7400,00
07.02.2002;4,60;4,70;4,60;4,60;980,00
08.02.2002;4,10;4,80;3,90;4,00;39297,00
11.02.2002;3,90;4,10;3,50;3,80;28553,00
12.02.2002;4,00;4,00;3,20;3,50;48722,00
13.02.2002;3,70;3,90;3,50;3,80;21570,00
14.02.2002;3,70;3,70;3,50;3,50;9007,00
15.02.2002;3,50;3,70;3,50;3,60;15480,00
18.02.2002;3,50;3,70;3,50;3,60;4480,00
19.02.2002;3,70;3,90;3,50;3,50;9560,00
20.02.2002;3,70;3,80;3,60;3,60;3707,00
21.02.2002;3,60;3,70;3,10;3,30;16175,00
22.02.2002;3,20;3,20;3,10;3,20;6600,00
25.02.2002;3,30;3,30;3,10;3,20;4800,00
26.02.2002;3,10;3,10;3,00;3,00;5380,00
27.02.2002;3,10;3,20;3,10;3,10;7660,00
28.02.2002;3,00;3,10;2,90;3,10;7200,00
01.03.2002;3,10;3,10;3,00;3,00;7389,00
04.03.2002;3,20;3,40;3,10;3,30;10840,00
05.03.2002;3,40;3,70;3,40;3,60;10840,00
06.03.2002;3,40;3,60;3,40;3,50;6380,00
07.03.2002;3,30;3,70;3,00;3,30;21753,00
08.03.2002;3,20;3,20;3,20;3,20;2500,00
