date;open;high;low;close;volume
04.03.1997;15,51;15,51;15,51;15,51;375,00
05.03.1997;15,51;15,35;15,35;15,35;125,00
06.03.1997;15,35;15,51;15,43;15,43;875,00
07.03.1997;15,43;15,66;15,35;15,66;1496,00
10.03.1997;15,66;15,51;15,51;15,51;250,00
11.03.1997;15,51;15,58;15,51;15,58;999,00
12.03.1997;15,58;15,66;15,66;15,66;1250,00
13.03.1997;15,66;15,66;15,66;15,66;0,00
14.03.1997;15,66;15,58;15,58;15,58;375,00
17.03.1997;15,58;15,98;15,66;15,98;1375,00
18.03.1997;15,98;15,66;15,35;15,35;1250,00
19.03.1997;15,35;15,35;15,35;15,35;4250,00
20.03.1997;15,35;15,35;15,35;15,35;0,00
21.03.1997;15,35;14,10;14,10;14,10;32125,00
24.03.1997;14,10;14,10;14,10;14,10;0,00
25.03.1997;14,10;14,10;14,10;14,10;0,00
26.03.1997;14,10;14,57;14,57;14,57;125,00
01.04.1997;14,57;14,57;14,57;14,57;375,00
02.04.1997;14,57;14,41;14,33;14,40;781,00
03.04.1997;14,40;14,10;14,10;14,10;375,00
04.04.1997;14,10;13,94;13,94;14,10;125,00
07.04.1997;14,10;14,10;14,10;14,10;0,00
08.04.1997;14,10;14,26;13,94;14,26;1059,00
09.04.1997;14,26;14,26;14,26;14,26;0,00
10.04.1997;14,26;14,26;14,26;14,26;875,00
11.04.1997;14,26;14,41;14,41;14,41;250,00
14.04.1997;14,41;14,29;14,29;14,29;1250,00
15.04.1997;14,29;14,27;14,27;14,27;625,00
16.04.1997;14,27;14,27;14,27;14,27;0,00
17.04.1997;14,27;14,26;14,26;14,26;12770,00
18.04.1997;14,26;14,26;14,26;14,26;0,00
21.04.1997;14,26;14,11;14,11;14,11;265,00
22.04.1997;14,11;14,11;14,11;14,11;375,00
23.04.1997;14,13;14,26;14,10;14,13;4450,00
24.04.1997;14,41;14,41;14,26;14,41;523,00
25.04.1997;14,57;14,57;14,57;14,57;1250,00
28.04.1997;14,57;14,57;14,57;14,57;0,00
29.04.1997;14,57;14,57;14,57;14,57;0,00
30.04.1997;14,57;14,57;14,57;14,57;0,00
02.05.1997;14,57;14,57;14,57;14,57;0,00
05.05.1997;14,57;14,57;14,57;14,57;125,00
06.05.1997;14,57;14,57;14,57;14,57;41,00
07.05.1997;14,57;14,57;14,57;14,57;0,00
09.05.1997;14,57;14,57;14,57;14,57;0,00
12.05.1997;14,57;14,57;14,57;14,57;0,00
13.05.1997;14,57;14,57;14,57;14,57;0,00
14.05.1997;14,57;14,57;14,41;14,57;1254,00
15.05.1997;14,57;14,57;14,57;14,57;1071,00
16.05.1997;14,57;14,57;14,57;14,57;0,00
19.05.1997;14,57;14,57;14,57;14,57;0,00
20.05.1997;14,41;14,41;14,41;14,41;750,00
21.05.1997;14,41;14,41;14,41;14,41;125,00
22.05.1997;14,41;14,41;14,41;14,41;0,00
23.05.1997;14,57;14,57;14,57;14,41;188,00
26.05.1997;14,41;14,41;14,41;14,41;149,00
27.05.1997;14,41;14,41;14,41;14,41;626,00
28.05.1997;14,41;14,41;14,41;14,41;2125,00
29.05.1997;14,41;14,41;14,41;14,41;0,00
30.05.1997;13,94;13,94;13,94;13,94;125,00
02.06.1997;14,26;14,26;14,26;13,94;24,00
03.06.1997;13,94;13,94;13,94;13,94;0,00
04.06.1997;14,10;14,10;14,10;14,10;1414,00
05.06.1997;14,10;14,10;14,10;14,10;0,00
06.06.1997;14,10;14,40;14,10;14,40;156,00
09.06.1997;14,10;14,10;14,10;14,40;3,00
10.06.1997;14,41;14,41;14,41;14,41;6844,00
11.06.1997;14,41;14,41;14,41;14,41;0,00
12.06.1997;14,41;14,41;14,41;14,41;0,00
13.06.1997;14,57;14,57;14,26;14,57;281,00
16.06.1997;14,41;16,13;14,41;14,57;151,00
17.06.1997;14,26;14,26;14,26;14,26;0,00
18.06.1997;14,10;14,10;14,10;14,10;298,00
19.06.1997;14,10;14,10;14,10;14,10;233,00
23.06.1997;14,10;14,10;14,10;14,10;0,00
24.06.1997;14,26;14,26;14,10;14,26;1641,00
25.06.1997;14,26;14,26;14,26;14,26;0,00
26.06.1997;14,38;14,38;14,38;14,38;250,00
27.06.1997;14,38;14,38;14,38;14,38;0,00
30.06.1997;14,57;14,57;14,57;14,57;1525,00
01.07.1997;14,57;14,57;14,57;14,57;0,00
02.07.1997;14,88;14,88;14,88;14,88;12500,00
03.07.1997;14,88;14,88;14,88;14,88;0,00
04.07.1997;14,88;14,88;14,88;14,88;0,00
07.07.1997;15,19;15,19;15,19;15,19;12643,00
08.07.1997;14,88;14,88;14,88;14,88;125,00
09.07.1997;15,04;15,04;15,04;15,04;635,00
10.07.1997;15,04;15,04;15,04;15,04;0,00
11.07.1997;14,57;14,57;14,57;14,57;1419,00
14.07.1997;14,57;14,57;14,57;14,57;0,00
15.07.1997;15,19;15,19;14,88;15,19;1625,00
16.07.1997;15,19;15,19;15,19;15,19;13750,00
17.07.1997;14,88;14,88;14,88;14,88;125,00
18.07.1997;14,88;14,88;14,88;14,88;0,00
21.07.1997;15,04;15,04;14,88;15,04;500,00
22.07.1997;15,04;15,04;15,04;15,04;250,00
23.07.1997;15,19;15,19;15,19;15,19;1000,00
24.07.1997;15,35;15,35;15,35;15,35;250,00
25.07.1997;15,19;15,19;15,19;15,19;125,00
28.07.1997;15,35;15,35;14,72;15,35;8375,00
29.07.1997;15,19;15,19;15,19;15,19;500,00
30.07.1997;15,04;15,04;15,04;15,04;125,00
31.07.1997;15,04;15,04;15,04;15,04;625,00
01.08.1997;15,04;15,04;15,04;15,04;0,00
04.08.1997;16,13;16,13;16,13;16,13;5000,00
05.08.1997;16,13;16,13;16,13;16,13;0,00
06.08.1997;15,66;15,66;15,66;15,66;625,00
07.08.1997;15,82;15,82;15,35;15,82;1025,00
08.08.1997;15,66;15,66;15,66;15,66;500,00
11.08.1997;15,66;15,66;15,66;15,66;125,00
12.08.1997;15,66;15,66;15,66;15,66;0,00
13.08.1997;15,66;15,66;15,66;15,66;3000,00
14.08.1997;15,82;15,82;15,82;15,82;1375,00
15.08.1997;15,82;15,82;15,82;15,82;0,00
18.08.1997;15,04;15,66;15,04;15,66;2125,00
19.08.1997;15,66;15,66;15,66;15,66;50,00
20.08.1997;15,66;15,82;15,66;15,82;4094,00
21.08.1997;16,13;16,13;15,98;16,13;1500,00
22.08.1997;15,98;15,98;15,98;16,13;79,00
25.08.1997;15,66;15,82;15,66;15,66;875,00
26.08.1997;15,66;15,66;15,66;15,66;0,00
27.08.1997;15,82;15,82;15,82;15,82;875,00
28.08.1997;15,82;15,82;15,82;15,82;0,00
29.08.1997;15,66;15,68;15,66;15,66;2770,00
01.09.1997;15,82;15,98;15,82;15,98;311,00
02.09.1997;15,69;15,69;15,69;15,69;3000,00
03.09.1997;15,98;15,98;15,69;15,98;625,00
04.09.1997;15,66;15,98;15,66;15,66;750,00
05.09.1997;15,66;15,66;15,66;15,66;38,00
08.09.1997;15,66;15,66;15,66;15,66;162500,00
09.09.1997;15,66;15,66;15,66;15,66;544,00
10.09.1997;16,45;16,45;15,90;16,13;3800,00
11.09.1997;16,13;16,13;16,13;16,13;0,00
12.09.1997;16,13;16,13;16,13;16,13;125,00
15.09.1997;16,13;16,13;16,13;16,13;0,00
16.09.1997;15,98;15,98;15,66;15,98;1375,00
17.09.1997;15,98;15,98;15,98;15,98;0,00
18.09.1997;15,98;15,98;15,98;15,98;0,00
19.09.1997;15,98;15,98;15,98;15,98;0,00
22.09.1997;16,29;16,29;16,29;16,29;125,00
23.09.1997;15,98;15,98;15,98;15,98;215,00
24.09.1997;15,66;15,66;15,66;15,66;250,00
25.09.1997;15,66;15,66;15,66;15,66;0,00
26.09.1997;16,29;16,29;16,29;16,29;125,00
29.09.1997;16,45;16,45;16,45;16,45;2375,00
30.09.1997;16,45;16,45;16,45;16,45;144,00
01.10.1997;16,29;16,29;16,29;16,29;403,00
02.10.1997;16,29;16,29;16,29;16,29;0,00
03.10.1997;16,45;16,45;16,45;16,45;250,00
06.10.1997;16,29;16,29;16,29;16,29;150,00
07.10.1997;17,23;17,23;16,45;17,23;625,00
08.10.1997;17,39;17,55;17,39;17,39;750,00
09.10.1997;16,13;16,13;16,13;16,13;125,00
10.10.1997;16,13;16,15;16,13;16,13;654,00
13.10.1997;17,70;17,70;17,70;17,70;375,00
14.10.1997;17,70;17,70;17,70;17,70;0,00
15.10.1997;17,70;17,70;17,70;17,70;0,00
16.10.1997;17,70;17,70;17,70;17,70;0,00
