date;open;high;low;close;volume
07.07.2015;4,77;5,35;4,77;5,19;19461,00
08.07.2015;5,20;5,32;5,15;5,15;10954,00
09.07.2015;5,15;5,25;5,15;5,21;2220,00
10.07.2015;5,40;5,40;5,21;5,25;5305,00
13.07.2015;5,40;5,40;5,16;5,16;3534,00
14.07.2015;5,15;5,15;5,10;5,15;1578,00
15.07.2015;5,15;5,16;5,14;5,14;1607,00
16.07.2015;5,15;5,17;5,08;5,08;1589,00
17.07.2015;5,20;5,20;5,20;5,20;390,00
20.07.2015;5,25;5,25;5,10;5,15;1056,00
21.07.2015;5,10;5,10;5,10;5,10;719,00
22.07.2015;5,10;5,10;5,10;5,10;40,00
23.07.2015;5,10;5,10;5,10;5,10;99,00
24.07.2015;5,10;5,10;5,06;5,06;102,00
27.07.2015;5,06;5,11;4,95;5,11;2110,00
28.07.2015;5,10;5,10;5,10;5,10;24,00
29.07.2015;5,09;5,09;5,09;5,09;161,00
30.07.2015;5,08;5,09;5,08;5,08;1100,00
31.07.2015;5,00;5,00;4,95;4,95;1556,00
03.08.2015;5,00;5,00;4,95;4,95;2000,00
04.08.2015;4,99;4,99;4,99;4,99;775,00
05.08.2015;4,99;4,99;4,99;4,99;16,00
06.08.2015;5,00;5,02;5,00;5,01;420,00
07.08.2015;5,01;5,08;4,92;4,93;12873,00
10.08.2015;4,94;4,95;4,93;4,95;2621,00
11.08.2015;4,95;4,95;4,92;4,92;890,00
12.08.2015;4,97;4,97;4,95;4,96;719,00
13.08.2015;4,98;4,99;4,97;4,99;2335,00
14.08.2015;4,99;4,99;4,92;4,92;320,00
17.08.2015;4,92;4,92;4,92;4,92;0,00
18.08.2015;4,92;4,92;4,92;4,92;0,00
19.08.2015;4,93;4,99;4,92;4,92;1801,00
20.08.2015;4,90;5,00;4,90;5,00;1297,00
21.08.2015;5,00;5,00;5,00;5,00;14,00
24.08.2015;5,01;5,01;4,86;4,86;1721,00
25.08.2015;4,85;4,85;4,85;4,85;800,00
26.08.2015;4,85;4,85;4,85;4,85;0,00
27.08.2015;4,85;4,85;4,85;4,85;0,00
28.08.2015;4,85;4,85;4,85;4,85;0,00
31.08.2015;4,92;4,92;4,86;4,88;963,00
01.09.2015;4,88;4,88;4,88;4,88;0,00
02.09.2015;4,88;4,88;4,88;4,88;1,00
03.09.2015;4,99;5,00;4,99;5,00;1524,00
04.09.2015;5,00;5,00;4,98;4,98;6,00
07.09.2015;5,00;5,00;5,00;5,00;50300,00
08.09.2015;5,00;5,00;5,00;5,00;28,00
09.09.2015;5,00;5,00;4,90;4,90;119,00
10.09.2015;4,90;4,90;4,90;4,90;0,00
11.09.2015;4,90;4,90;4,90;4,90;0,00
14.09.2015;4,90;4,90;4,90;4,90;4,00
15.09.2015;5,00;5,00;5,00;5,00;20,00
16.09.2015;5,00;5,00;4,91;4,99;421,00
17.09.2015;4,91;5,00;4,85;5,00;204,00
18.09.2015;4,99;4,99;4,99;4,99;20,00
21.09.2015;4,99;4,99;4,99;4,99;0,00
22.09.2015;4,99;4,99;4,99;4,99;0,00
23.09.2015;4,89;4,89;4,86;4,86;194,00
24.09.2015;5,00;5,05;4,90;5,00;7051,00
25.09.2015;5,00;5,00;5,00;5,00;0,00
28.09.2015;5,00;5,00;5,00;5,00;20,00
29.09.2015;4,85;4,85;4,85;4,85;110,00
30.09.2015;4,93;5,00;4,93;5,00;4193,00
01.10.2015;4,95;4,95;4,80;4,80;1051,00
02.10.2015;4,81;4,81;4,81;4,81;50,00
05.10.2015;4,94;4,94;4,94;4,94;50,00
06.10.2015;4,95;4,95;4,94;4,94;180,00
07.10.2015;4,94;4,95;4,91;4,91;257,00
08.10.2015;4,91;4,91;4,91;4,91;0,00
