date;open;high;low;close;volume
22.11.1996;8,49;8,49;8,49;8,49;0,00
25.11.1996;8,49;8,49;8,49;8,49;0,00
26.11.1996;8,49;8,49;8,49;8,49;0,00
27.11.1996;8,49;8,49;8,49;8,49;0,00
28.11.1996;8,49;8,49;8,49;8,49;0,00
29.11.1996;8,49;8,49;8,49;8,49;0,00
02.12.1996;8,49;8,49;8,49;8,49;0,00
03.12.1996;8,49;8,49;8,49;8,49;0,00
04.12.1996;8,49;8,49;8,49;8,49;0,00
05.12.1996;8,49;8,49;8,49;8,49;0,00
09.12.1996;9,25;9,25;9,25;9,25;0,00
10.12.1996;9,25;9,25;9,25;9,25;0,00
11.12.1996;9,25;9,25;9,25;9,25;0,00
12.12.1996;9,25;9,25;9,25;9,25;0,00
13.12.1996;9,25;9,25;9,25;9,25;0,00
16.12.1996;9,25;9,25;9,25;9,25;0,00
17.12.1996;9,25;9,25;9,25;9,25;0,00
18.12.1996;9,25;9,25;9,25;9,25;0,00
19.12.1996;9,25;9,25;9,25;9,25;0,00
20.12.1996;9,25;9,25;9,25;9,25;0,00
23.12.1996;9,25;9,25;9,25;9,25;0,00
27.12.1996;9,25;9,25;9,25;9,25;0,00
30.12.1996;8,58;8,58;8,58;8,58;0,00
02.01.1997;8,58;8,58;8,58;8,58;0,00
03.01.1997;8,58;8,58;8,58;8,58;0,00
07.01.1997;8,58;8,58;8,58;8,58;0,00
08.01.1997;8,75;8,75;8,75;8,75;0,00
09.01.1997;8,75;8,75;8,75;8,75;200,00
10.01.1997;8,75;8,75;8,75;8,75;200,00
13.01.1997;8,75;8,75;8,75;8,75;0,00
14.01.1997;8,75;8,75;8,75;8,75;0,00
15.01.1997;8,75;8,75;8,75;8,75;0,00
16.01.1997;9,42;9,42;9,42;9,42;0,00
17.01.1997;9,42;9,42;9,42;9,42;0,00
20.01.1997;8,75;8,75;8,75;8,75;0,00
21.01.1997;8,75;8,75;8,75;8,75;0,00
22.01.1997;8,75;8,75;8,75;8,75;0,00
23.01.1997;8,75;8,75;8,75;8,75;200,00
24.01.1997;8,75;9,08;9,08;9,08;100,00
27.01.1997;9,08;8,91;8,91;8,91;100,00
28.01.1997;8,91;8,91;8,91;8,91;0,00
29.01.1997;8,41;8,41;8,41;8,41;0,00
30.01.1997;8,41;8,41;8,41;8,41;0,00
